43.3738700000000	-8.71373000000000
43.3674500000000	-8.71715000000000
43.3642700000000	-8.71725000000000
43.3615700000000	-8.71395000000000
43.3599500000000	-8.70938000000000
43.3583200000000	-8.70203000000000
43.3545500000000	-8.69163000000000
43.3479800000000	-8.68630000000000
43.3411700000000	-8.68402000000000
43.3330500000000	-8.67928000000000
43.3264700000000	-8.67162000000000
43.3208800000000	-8.66628000000000
43.3194700000000	-8.66063000000000
43.3157300000000	-8.65752000000000
43.3118800000000	-8.65228000000000
